A,B,CW,DQ,DR,DR51,DR52,DR53,TOTfreq
A24,B15,CW2,DQ5,DR10,NA,NA,NA,2.00664e-5
A24,B15,CW2,DQ7,DR11,NA,DR52,NA,2.00664e-5
A24,B15,CW4,DQ5,DR14,NA,DR52,NA,6.01993e-5
A24,B15,CW4,DQ7,DR11,NA,DR52,NA,3.00996e-5
A24,B15,CW4,DQ9,DR9,NA,NA,DR53,7.02325e-5
A24,B15,CW6,DQ6,DR15,DR51,NA,NA,1.30432e-4
A24,B15,CW7,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B15,CW9,DQ2,DR17,NA,DR52,NA,1.40465e-4
A24,B15,CW9,DQ2,DR7,NA,NA,DR53,1.60531e-4
A24,B15,CW9,DQ4,DR8,NA,NA,DR53,1.00332e-4
A24,B15,CW9,DQ5,DR1,NA,NA,NA,6.52159e-4
A24,B15,CW9,DQ5,DR14,NA,DR52,NA,4.61528e-4
A24,B15,CW9,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B15,CW9,DQ6,DR13,NA,DR52,NA,0.002177207
A24,B15,CW9,DQ6,DR15,DR51,NA,NA,6.42125e-4
A24,B15,CW9,DQ7,DR11,NA,DR52,NA,0.001826044
A24,B15,CW9,DQ7,DR12,NA,DR52,NA,1.60531e-4
A24,B15,CW9,DQ8,DR4,NA,NA,DR53,0.001785911
A24,B15,CW9,DQ9,DR7,NA,NA,DR53,9.02989e-5
A24,B15,CW9,DQ9,DR9,NA,NA,DR53,2.20731e-4
A24,B18,CW1,DQ7,DR12,NA,DR52,NA,6.01993e-5
A24,B18,CW12,DQ2,DR7,NA,NA,DR53,2.00664e-5
A24,B18,CW12,DQ7,DR11,NA,DR52,NA,9.13022e-4
A24,B18,CW12,DQ7,DR12,NA,DR52,NA,6.01993e-5
A24,B18,CW2,DQ4,DR8,NA,NA,DR53,6.01993e-5
A24,B18,CW2,DQ7,DR11,NA,DR52,NA,1.30432e-4
A24,B18,CW5,DQ2,DR17,NA,DR52,NA,2.10697e-4
A24,B18,CW5,DQ6,DR13,NA,DR52,NA,6.01993e-5
A24,B18,CW5,DQ7,DR13,NA,DR52,NA,6.01993e-5
A24,B18,CW7,DQ4,DR8,NA,NA,DR53,6.01993e-5
A24,B18,CW7,DQ5,DR1,NA,NA,NA,2.20731e-4
A24,B18,CW7,DQ5,DR10,NA,NA,NA,6.01993e-5
A24,B18,CW7,DQ5,DR14,NA,DR52,NA,5.01661e-4
A24,B18,CW7,DQ5,DR15,DR51,NA,NA,6.01993e-5
A24,B18,CW7,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B18,CW7,DQ6,DR13,NA,DR52,NA,2.40797e-4
A24,B18,CW7,DQ7,DR11,NA,DR52,NA,0.001394616
A24,B18,CW7,DQ7,DR12,NA,DR52,NA,1.60531e-4
A24,B18,CW7,DQ8,DR4,NA,NA,DR53,1.50498e-4
A24,B18,CW7,DQ9,DR9,NA,NA,DR53,6.01993e-5
A24,B27,CW1,DQ2,DR17,NA,DR52,NA,1.70565e-4
A24,B27,CW1,DQ2,DR7,NA,NA,DR53,7.02325e-5
A24,B27,CW1,DQ5,DR1,NA,NA,NA,4.21395e-4
A24,B27,CW1,DQ5,DR10,NA,NA,NA,6.01993e-5
A24,B27,CW1,DQ6,DR15,DR51,NA,NA,8.02657e-5
A24,B27,CW1,DQ7,DR4,NA,NA,DR53,1.20399e-4
A24,B27,CW1,DQ9,DR9,NA,NA,DR53,1.30432e-4
A24,B27,CW15,DQ7,DR11,NA,DR52,NA,1.30432e-4
A24,B27,CW2,DQ4,DR8,NA,NA,DR53,1.60531e-4
A24,B27,CW2,DQ5,DR1,NA,NA,NA,4.21395e-4
A24,B27,CW2,DQ5,DR14,NA,DR52,NA,3.31096e-4
A24,B27,CW2,DQ5,DR16,DR51,NA,NA,3.00996e-5
A24,B27,CW2,DQ6,DR13,NA,DR52,NA,2.30764e-4
A24,B27,CW2,DQ6,DR15,DR51,NA,NA,2.40797e-4
A24,B27,CW2,DQ7,DR4,NA,NA,DR53,3.41129e-4
A24,B27,CW2,DQ8,DR4,NA,NA,DR53,5.71893e-4
A24,B27,CW4,DQ9,DR7,NA,NA,DR53,6.01993e-5
A24,B27,CW9,DQ7,DR4,NA,NA,DR53,6.01993e-5
A24,B35,CW10,DQ7,DR11,NA,DR52,NA,1.20399e-4
A24,B35,CW12,DQ2,DR7,NA,NA,DR53,6.01993e-5
A24,B35,CW12,DQ5,DR1,NA,NA,NA,1.70565e-4
A24,B35,CW12,DQ5,DR14,NA,DR52,NA,2.70897e-4
A24,B35,CW12,DQ6,DR13,NA,DR52,NA,6.01993e-5
A24,B35,CW12,DQ7,DR11,NA,DR52,NA,9.02989e-5
A24,B35,CW12,DQ8,DR4,NA,NA,DR53,6.01993e-5
A24,B35,CW12,DQ9,DR7,NA,NA,DR53,6.01993e-5
A24,B35,CW12,DQ9,DR9,NA,NA,DR53,6.01993e-5
A24,B35,CW16,DQ7,DR11,NA,DR52,NA,6.01993e-5
A24,B35,CW2,DQ2,DR7,NA,NA,DR53,6.01993e-5
A24,B35,CW4,DQ2,DR17,NA,DR52,NA,2.20731e-4
A24,B35,CW4,DQ2,DR7,NA,NA,DR53,1.40465e-4
A24,B35,CW4,DQ4,DR8,NA,NA,DR53,3.1103e-4
A24,B35,CW4,DQ5,DR1,NA,NA,NA,9.83255e-4
A24,B35,CW4,DQ5,DR10,NA,NA,NA,3.1103e-4
A24,B35,CW4,DQ5,DR103,NA,NA,NA,8.52823e-4
A24,B35,CW4,DQ5,DR14,NA,DR52,NA,3.41129e-4
A24,B35,CW4,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B35,CW4,DQ6,DR13,NA,DR52,NA,5.3176e-4
A24,B35,CW4,DQ6,DR15,DR51,NA,NA,4.21395e-4
A24,B35,CW4,DQ7,DR11,NA,DR52,NA,0.004745708
A24,B35,CW4,DQ7,DR12,NA,DR52,NA,4.11362e-4
A24,B35,CW4,DQ7,DR13,NA,DR52,NA,6.01993e-5
A24,B35,CW4,DQ7,DR4,NA,NA,DR53,6.01993e-5
A24,B35,CW4,DQ8,DR4,NA,NA,DR53,8.82923e-4
A24,B35,CW4,DQ9,DR7,NA,NA,DR53,1.80598e-4
A24,B35,CW7,DQ7,DR11,NA,DR52,NA,6.01993e-5
A24,B35,CW9,DQ7,DR4,NA,NA,DR53,6.01993e-5
A24,B35,CW9,DQ8,DR4,NA,NA,DR53,6.01993e-5
A24,B37,CW6,DQ2,DR7,NA,NA,DR53,1.30432e-4
A24,B37,CW6,DQ4,DR8,NA,NA,DR53,9.02989e-5
A24,B37,CW6,DQ5,DR1,NA,NA,NA,6.01993e-5
A24,B37,CW6,DQ5,DR103,NA,NA,NA,8.02657e-5
A24,B37,CW6,DQ6,DR13,NA,DR52,NA,4.01328e-5
A24,B37,CW6,DQ7,DR4,NA,NA,DR53,6.01993e-5
A24,B38,CW12,DQ5,DR1,NA,NA,NA,6.01993e-5
A24,B38,CW12,DQ5,DR14,NA,DR52,NA,0.001013354
A24,B38,CW12,DQ6,DR13,NA,DR52,NA,9.33089e-4
A24,B38,CW12,DQ7,DR11,NA,DR52,NA,2.5083e-4
A24,B38,CW12,DQ7,DR4,NA,NA,DR53,6.01993e-5
A24,B38,CW12,DQ8,DR4,NA,NA,DR53,6.01993e-5
A24,B39,CW12,DQ2,DR7,NA,NA,DR53,7.02325e-5
A24,B39,CW12,DQ5,DR14,NA,DR52,NA,6.01993e-5
A24,B39,CW12,DQ5,DR16,DR51,NA,NA,3.31096e-4
A24,B39,CW2,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B39,CW7,DQ2,DR17,NA,DR52,NA,6.01993e-5
A24,B39,CW7,DQ4,DR8,NA,NA,DR53,0.00112372
A24,B39,CW7,DQ5,DR1,NA,NA,NA,4.31428e-4
A24,B39,CW7,DQ5,DR103,NA,NA,NA,6.01993e-5
A24,B39,CW7,DQ6,DR13,NA,DR52,NA,5.41793e-4
A24,B39,CW7,DQ6,DR15,DR51,NA,NA,4.81594e-4
A24,B39,CW7,DQ7,DR11,NA,DR52,NA,5.0166e-5
A24,B39,CW7,DQ7,DR8,NA,NA,DR53,6.01993e-5
A24,B39,CW7,DQ8,DR4,NA,NA,DR53,2.10697e-4
A24,B39,CW7,DQ9,DR7,NA,NA,DR53,1.90631e-4
A24,B40,CW10,DQ4,DR8,NA,NA,DR53,3.31096e-4
A24,B40,CW10,DQ5,DR1,NA,NA,NA,3.00996e-4
A24,B40,CW10,DQ5,DR14,NA,DR52,NA,6.01993e-5
A24,B40,CW10,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B40,CW10,DQ6,DR13,NA,DR52,NA,0.001143786
A24,B40,CW10,DQ6,DR15,DR51,NA,NA,1.90631e-4
A24,B40,CW10,DQ7,DR11,NA,DR52,NA,3.31096e-4
A24,B40,CW10,DQ7,DR12,NA,DR52,NA,6.01993e-5
A24,B40,CW10,DQ7,DR4,NA,NA,DR53,1.20399e-4
A24,B40,CW10,DQ7,DR8,NA,NA,DR53,6.01993e-5
A24,B40,CW10,DQ8,DR4,NA,NA,DR53,0.001224052
A24,B40,CW10,DQ9,DR7,NA,NA,DR53,2.00664e-4
A24,B40,CW10,DQ9,DR9,NA,NA,DR53,9.02989e-5
A24,B40,CW14,DQ7,DR11,NA,DR52,NA,6.01993e-5
A24,B40,CW15,DQ5,DR1404,NA,NA,NA,6.01993e-5
A24,B40,CW2,DQ2,DR7,NA,NA,DR53,1.00332e-5
A24,B40,CW2,DQ4,DR8,NA,NA,DR53,4.01328e-5
A24,B40,CW2,DQ5,DR16,DR51,NA,NA,5.0166e-5
A24,B40,CW2,DQ7,DR11,NA,DR52,NA,7.32424e-4
A24,B40,CW2,DQ7,DR4,NA,NA,DR53,5.0166e-5
A24,B40,CW2,DQ8,DR4,NA,NA,DR53,6.01993e-5
A24,B40,CW7,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B40,CW9,DQ6,DR13,NA,DR52,NA,6.01993e-5
A24,B41,CW17,DQ2,DR7,NA,NA,DR53,6.01993e-5
A24,B41,CW17,DQ7,DR13,NA,DR52,NA,2.90963e-4
A24,B41,CW17,DQ8,DR4,NA,NA,DR53,1.20399e-4
A24,B44,CW1,DQ2,DR17,NA,DR52,NA,6.01993e-5
A24,B44,CW1,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B44,CW12,DQ5,DR1,NA,NA,NA,6.01993e-5
A24,B44,CW16,DQ2,DR7,NA,NA,DR53,6.01993e-4
A24,B44,CW16,DQ7,DR11,NA,DR52,NA,3.21063e-4
A24,B44,CW16,DQ7,DR12,NA,DR52,NA,6.01993e-5
A24,B44,CW2,DQ2,DR7,NA,NA,DR53,6.01993e-5
A24,B44,CW2,DQ5,DR1,NA,NA,NA,1.40465e-4
A24,B44,CW2,DQ5,DR14,NA,DR52,NA,6.01993e-5
A24,B44,CW2,DQ5,DR16,DR51,NA,NA,1.30432e-4
A24,B44,CW2,DQ6,DR13,NA,DR52,NA,1.50498e-4
A24,B44,CW2,DQ6,DR15,DR51,NA,NA,6.01993e-5
A24,B44,CW2,DQ7,DR11,NA,DR52,NA,4.81594e-4
A24,B44,CW2,DQ7,DR4,NA,NA,DR53,5.0166e-5
A24,B44,CW4,DQ2,DR7,NA,NA,DR53,2.70897e-4
A24,B44,CW4,DQ7,DR11,NA,DR52,NA,3.21063e-4
A24,B44,CW5,DQ2,DR17,NA,DR52,NA,1.40465e-4
A24,B44,CW5,DQ4,DR8,NA,NA,DR53,1.00332e-4
A24,B44,CW5,DQ5,DR1,NA,NA,NA,5.51827e-4
A24,B44,CW5,DQ5,DR10,NA,NA,NA,6.01993e-5
A24,B44,CW5,DQ5,DR16,DR51,NA,NA,2.5083e-4
A24,B44,CW5,DQ6,DR13,NA,DR52,NA,0.001525048
A24,B44,CW5,DQ6,DR15,DR51,NA,NA,4.01328e-5
A24,B44,CW5,DQ7,DR11,NA,DR52,NA,1.60531e-4
A24,B44,CW5,DQ7,DR12,NA,DR52,NA,1.60531e-4
A24,B44,CW5,DQ7,DR13,NA,DR52,NA,6.01993e-5
A24,B44,CW5,DQ7,DR4,NA,NA,DR53,8.92956e-4
A24,B44,CW7,DQ2,DR7,NA,NA,DR53,6.01993e-5
A24,B44,CW7,DQ5,DR1,NA,NA,NA,1.50498e-4
A24,B44,CW7,DQ5,DR14,NA,DR52,NA,6.01993e-5
A24,B44,CW7,DQ6,DR13,NA,DR52,NA,1.30432e-4
A24,B44,CW9,DQ7,DR11,NA,DR52,NA,6.01993e-5
A24,B45,CW16,DQ5,DR10,NA,NA,NA,6.01993e-5
A24,B45,CW6,DQ2,DR17,NA,DR52,NA,6.01993e-5
A24,B47,CW6,DQ8,DR4,NA,NA,DR53,6.01993e-5
A24,B49,CW7,DQ2,DR17,NA,DR52,NA,6.01993e-5
A24,B49,CW7,DQ5,DR14,NA,DR52,NA,6.01993e-5
A24,B49,CW7,DQ6,DR13,NA,DR52,NA,2.8093e-4
A24,B49,CW7,DQ6,DR15,DR51,NA,NA,1.20399e-4
A24,B49,CW7,DQ7,DR11,NA,DR52,NA,7.02325e-4
A24,B50,CW6,DQ2,DR7,NA,NA,DR53,2.30764e-4
A24,B50,CW6,DQ6,DR13,NA,DR52,NA,6.01993e-5
A24,B51,CW1,DQ7,DR11,NA,DR52,NA,0.001183919
A24,B51,CW1,DQ7,DR12,NA,DR52,NA,6.01993e-5
A24,B51,CW12,DQ6,DR13,NA,DR52,NA,6.01993e-5
A24,B51,CW14,DQ2,DR7,NA,NA,DR53,1.60531e-4
A24,B51,CW14,DQ5,DR14,NA,DR52,NA,1.00332e-4
A24,B51,CW14,DQ6,DR13,NA,DR52,NA,1.00332e-4
A24,B51,CW14,DQ7,DR11,NA,DR52,NA,1.20399e-4
A24,B51,CW14,DQ7,DR4,NA,NA,DR53,7.02325e-5
A24,B51,CW14,DQ7,DR8,NA,NA,DR53,4.01328e-5
A24,B51,CW14,DQ8,DR4,NA,NA,DR53,2.10697e-4
A24,B51,CW14,DQ9,DR7,NA,NA,DR53,1.10365e-4
A24,B51,CW15,DQ2,DR17,NA,DR52,NA,1.90631e-4
A24,B51,CW15,DQ4,DR8,NA,NA,DR53,1.30432e-4
A24,B51,CW15,DQ5,DR1,NA,NA,NA,7.02325e-5
A24,B51,CW15,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B51,CW15,DQ6,DR15,DR51,NA,NA,1.70565e-4
A24,B51,CW15,DQ7,DR103,NA,NA,NA,6.01993e-5
A24,B51,CW15,DQ7,DR11,NA,DR52,NA,7.92624e-4
A24,B51,CW15,DQ7,DR12,NA,DR52,NA,1.50498e-4
A24,B51,CW15,DQ7,DR13,NA,DR52,NA,6.01993e-5
A24,B51,CW15,DQ9,DR9,NA,NA,DR53,6.01993e-5
A24,B51,CW16,DQ5,DR14,NA,DR52,NA,1.30432e-4
A24,B51,CW16,DQ8,DR4,NA,NA,DR53,6.01993e-5
A24,B51,CW2,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B51,CW2,DQ7,DR11,NA,DR52,NA,7.02325e-5
A24,B51,CW2,DQ7,DR4,NA,NA,DR53,1.40465e-4
A24,B51,CW4,DQ7,DR4,NA,NA,DR53,6.01993e-5
A24,B51,CW5,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B51,CW7,DQ6,DR13,NA,DR52,NA,1.30432e-4
A24,B51,CW7,DQ7,DR11,NA,DR52,NA,2.00664e-5
A24,B51,CW9,DQ9,DR9,NA,NA,DR53,5.0166e-5
A24,B52,CW12,DQ2,DR17,NA,DR52,NA,1.30432e-4
A24,B53,CW4,DQ2,DR7,NA,NA,DR53,6.01993e-5
A24,B55,CW1,DQ5,DR14,NA,DR52,NA,1.60531e-4
A24,B55,CW1,DQ5,DR16,DR51,NA,NA,1.90631e-4
A24,B55,CW1,DQ6,DR13,NA,DR52,NA,6.01993e-5
A24,B55,CW1,DQ9,DR7,NA,NA,DR53,3.00996e-5
A24,B55,CW10,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B55,CW10,DQ7,DR12,NA,DR52,NA,6.01993e-5
A24,B55,CW7,DQ5,DR10,NA,NA,NA,2.00664e-5
A24,B55,CW7,DQ7,DR11,NA,DR52,NA,2.00664e-5
A24,B55,CW9,DQ2,DR17,NA,DR52,NA,1.30432e-4
A24,B55,CW9,DQ5,DR1,NA,NA,NA,1.00332e-5
A24,B55,CW9,DQ5,DR14,NA,DR52,NA,6.42125e-4
A24,B55,CW9,DQ6,DR13,NA,DR52,NA,9.73221e-4
A24,B55,CW9,DQ6,DR15,DR51,NA,NA,5.81926e-4
A24,B55,CW9,DQ7,DR11,NA,DR52,NA,2.8093e-4
A24,B55,CW9,DQ8,DR4,NA,NA,DR53,8.02657e-5
A24,B56,CW1,DQ5,DR1,NA,NA,NA,1.00332e-4
A24,B56,CW1,DQ6,DR13,NA,DR52,NA,1.30432e-4
A24,B56,CW1,DQ6,DR15,DR51,NA,NA,1.10365e-4
A24,B57,CW4,DQ2,DR7,NA,NA,DR53,6.01993e-5
A24,B57,CW6,DQ2,DR17,NA,DR52,NA,1.30432e-4
A24,B57,CW6,DQ5,DR1,NA,NA,NA,1.00332e-5
A24,B57,CW6,DQ5,DR103,NA,NA,NA,6.01993e-5
A24,B57,CW6,DQ7,DR11,NA,DR52,NA,1.60531e-4
A24,B57,CW6,DQ7,DR4,NA,NA,DR53,6.01993e-5
A24,B57,CW6,DQ7,DR7,NA,NA,DR53,6.01993e-5
A24,B57,CW6,DQ9,DR7,NA,NA,DR53,0.001805978
A24,B57,CW7,DQ6,DR13,NA,DR52,NA,6.01993e-5
A24,B57,CW7,DQ9,DR7,NA,NA,DR53,6.01993e-5
A24,B58,CW10,DQ5,DR103,NA,NA,NA,6.01993e-5
A24,B58,CW10,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B58,CW6,DQ7,DR13,NA,DR52,NA,6.01993e-5
A24,B58,CW7,DQ2,DR7,NA,NA,DR53,6.01993e-5
A24,B58,CW7,DQ4,DR8,NA,NA,DR53,6.01993e-5
A24,B58,CW7,DQ6,DR13,NA,DR52,NA,6.01993e-5
A24,B62,CW9,DQ5,DR16,DR51,NA,NA,6.01993e-5
A24,B62,CW9,DQ6,DR15,DR51,NA,NA,6.01993e-5
A24,B62,CW9,DQ8,DR4,NA,NA,DR53,5.71893e-4
A24,B63,CW7,DQ6,DR13,NA,DR52,NA,4.71561e-4
A24,B63,CW7,DQ6,DR15,DR51,NA,NA,6.01993e-5
A24,B63,CW7,DQ7,DR11,NA,DR52,NA,7.02325e-5
A24,B64,CW8,DQ2,DR7,NA,NA,DR53,2.60864e-4
A24,B64,CW8,DQ5,DR1,NA,NA,NA,6.01993e-5
A24,B64,CW8,DQ7,DR13,NA,DR52,NA,6.01993e-5
A24,B65,CW2,DQ5,DR1,NA,NA,NA,3.71229e-4
A24,B65,CW8,DQ5,DR1,NA,NA,NA,7.42458e-4
A24,B65,CW8,DQ5,DR14,NA,DR52,NA,4.01328e-5
A24,B65,CW8,DQ7,DR11,NA,DR52,NA,6.01993e-5
A24,B65,CW8,DQ7,DR13,NA,DR52,NA,1.10365e-4
A24,B65,CW8,DQ8,DR4,NA,NA,DR53,1.30432e-4
A24,B7,CW12,DQ4,DR4,NA,NA,DR53,6.01993e-5
A24,B7,CW15,DQ8,DR4,NA,NA,DR53,3.00996e-5
A24,B7,CW4,DQ2,DR17,NA,DR52,NA,6.01993e-5
A24,B7,CW7,DQ2,DR7,NA,NA,DR53,1.60531e-4
A24,B7,CW7,DQ4,DR8,NA,NA,DR53,1.60531e-4
A24,B7,CW7,DQ5,DR1,NA,NA,NA,0.001334417
A24,B7,CW7,DQ5,DR14,NA,DR52,NA,5.11694e-4
A24,B7,CW7,DQ6,DR13,NA,DR52,NA,6.42125e-4
A24,B7,CW7,DQ6,DR15,DR51,NA,NA,0.008287431
A24,B7,CW7,DQ7,DR103,NA,NA,NA,7.02325e-5
A24,B7,CW7,DQ7,DR11,NA,DR52,NA,7.62524e-4
A24,B7,CW7,DQ7,DR12,NA,DR52,NA,3.81262e-4
A24,B7,CW7,DQ7,DR13,NA,DR52,NA,1.20399e-4
A24,B7,CW7,DQ7,DR4,NA,NA,DR53,2.10697e-4
A24,B7,CW7,DQ8,DR4,NA,NA,DR53,0.001033421
A24,B7,CW7,DQ9,DR7,NA,NA,DR53,4.51494e-4
A24,B71,CW7,DQ8,DR4,NA,NA,DR53,6.01993e-5
A24,B73,CW15,DQ2,DR4,NA,NA,DR53,1.30432e-4
A24,B8,CW7,DQ2,DR17,NA,DR52,NA,0.003953085
A24,B8,CW7,DQ2,DR7,NA,NA,DR53,1.20399e-4
A24,B8,CW7,DQ4,DR8,NA,NA,DR53,5.0166e-5
A24,B8,CW7,DQ6,DR13,NA,DR52,NA,6.01993e-5
A24,B8,CW7,DQ7,DR11,NA,DR52,NA,6.01993e-5
A24,B8,CW7,DQ7,DR4,NA,NA,DR53,6.01993e-5
A24,B8,CW7,DQ8,DR4,NA,NA,DR53,3.00996e-5
A24,B8,CW7,DQ9,DR7,NA,NA,DR53,1.30432e-4
A2403,B18,CW12,DQ7,DR11,NA,DR52,NA,1.20399e-4
A2403,B18,CW7,DQ7,DR11,NA,DR52,NA,6.01993e-5
A2403,B35,CW4,DQ7,DR11,NA,DR52,NA,6.01993e-5
A2403,B35,CW4,DQ8,DR4,NA,NA,DR53,3.21063e-4
A2403,B38,CW12,DQ6,DR13,NA,DR52,NA,1.20399e-4
A2403,B49,CW7,DQ5,DR14,NA,DR52,NA,6.01993e-5
A2403,B49,CW7,DQ7,DR11,NA,DR52,NA,1.90631e-4
A2403,B51,CW16,DQ8,DR4,NA,NA,DR53,6.01993e-5
A2403,B8,CW7,DQ2,DR17,NA,DR52,NA,7.02325e-5
A25,B13,CW6,DQ2,DR7,NA,NA,DR53,1.60531e-4
A25,B13,CW6,DQ6,DR13,NA,DR52,NA,6.01993e-5
A25,B15,CW1,DQ5,DR1,NA,NA,NA,6.01993e-5
A25,B15,CW10,DQ6,DR15,DR51,NA,NA,6.01993e-5
A25,B15,CW10,DQ8,DR4,NA,NA,DR53,9.02989e-5
A25,B15,CW4,DQ7,DR12,NA,DR52,NA,6.01993e-5
A25,B15,CW9,DQ6,DR15,DR51,NA,NA,6.01993e-5
A25,B18,CW12,DQ2,DR7,NA,NA,DR53,6.22059e-4
A25,B18,CW12,DQ5,DR1,NA,NA,NA,0.001083587
A25,B18,CW12,DQ5,DR11,NA,DR52,NA,6.01993e-5
A25,B18,CW12,DQ5,DR14,NA,DR52,NA,1.00332e-4
A25,B18,CW12,DQ5,DR15,DR51,NA,NA,6.01993e-5
A25,B18,CW12,DQ6,DR13,NA,DR52,NA,6.92292e-4
A25,B18,CW12,DQ6,DR15,DR51,NA,NA,0.005819262
A25,B18,CW12,DQ7,DR11,NA,DR52,NA,4.81594e-4
A25,B18,CW12,DQ7,DR12,NA,DR52,NA,7.02325e-5
A25,B18,CW12,DQ7,DR13,NA,DR52,NA,1.30432e-4
A25,B18,CW12,DQ8,DR4,NA,NA,DR53,9.93288e-4
A25,B18,CW12,DQ9,DR9,NA,NA,DR53,1.30432e-4
A25,B18,CW5,DQ2,DR17,NA,DR52,NA,1.40465e-4
A25,B18,CW7,DQ8,DR4,NA,NA,DR53,1.30432e-4
A25,B27,CW2,DQ2,DR7,NA,NA,DR53,6.01993e-5
A25,B27,CW2,DQ7,DR11,NA,DR52,NA,1.30432e-4
A25,B35,CW12,DQ6,DR15,DR51,NA,NA,6.01993e-5
A25,B35,CW4,DQ2,DR7,NA,NA,DR53,6.01993e-5
A25,B35,CW4,DQ5,DR1,NA,NA,NA,1.70565e-4
A25,B35,CW4,DQ5,DR103,NA,NA,NA,6.01993e-5
A25,B35,CW4,DQ5,DR16,DR51,NA,NA,6.01993e-5
A25,B35,CW4,DQ6,DR13,NA,DR52,NA,4.01328e-5
A25,B35,CW4,DQ7,DR11,NA,DR52,NA,6.01993e-5
A25,B35,CW4,DQ7,DR12,NA,DR52,NA,3.00996e-5
A25,B35,CW4,DQ8,DR4,NA,NA,DR53,6.01993e-5
A25,B35,CW9,DQ6,DR15,DR51,NA,NA,6.01993e-5
A25,B37,CW6,DQ4,DR8,NA,NA,DR53,4.01328e-5
A25,B37,CW6,DQ5,DR10,NA,NA,NA,5.0166e-5
A25,B38,CW12,DQ8,DR4,NA,NA,DR53,2.60864e-4
A25,B39,CW12,DQ2,DR7,NA,NA,DR53,1.90631e-4
A25,B39,CW12,DQ5,DR16,DR51,NA,NA,2.30764e-4
A25,B39,CW12,DQ7,DR11,NA,DR52,NA,4.41461e-4
A25,B39,CW6,DQ5,DR16,DR51,NA,NA,6.01993e-5
A25,B39,CW7,DQ4,DR8,NA,NA,DR53,6.01993e-5
A25,B40,CW10,DQ2,DR17,NA,DR52,NA,1.00332e-4
A25,B40,CW10,DQ2,DR7,NA,NA,DR53,1.30432e-4
A25,B40,CW10,DQ5,DR1,NA,NA,NA,1.00332e-4
A25,B40,CW10,DQ6,DR13,NA,DR52,NA,6.01993e-5
A25,B40,CW10,DQ8,DR4,NA,NA,DR53,1.10365e-4
A25,B44,CW12,DQ2,DR7,NA,NA,DR53,6.01993e-5
A25,B44,CW12,DQ7,DR11,NA,DR52,NA,6.01993e-5
A25,B44,CW12,DQ7,DR12,NA,DR52,NA,6.01993e-5
A25,B44,CW16,DQ5,DR14,NA,DR52,NA,6.01993e-5
A25,B44,CW16,DQ8,DR4,NA,NA,DR53,6.01993e-5
A25,B44,CW2,DQ7,DR12,NA,DR52,NA,6.01993e-5
A25,B44,CW5,DQ2,DR7,NA,NA,DR53,7.02325e-5
A25,B44,CW5,DQ5,DR1,NA,NA,NA,4.41461e-4
A25,B44,CW5,DQ5,DR15,DR51,NA,NA,6.01993e-5
A25,B44,CW5,DQ6,DR13,NA,DR52,NA,1.00332e-4
A25,B44,CW5,DQ6,DR15,DR51,NA,NA,1.10365e-4
A25,B44,CW5,DQ7,DR11,NA,DR52,NA,1.00332e-5
A25,B44,CW5,DQ7,DR12,NA,DR52,NA,2.00664e-5
A25,B44,CW5,DQ7,DR4,NA,NA,DR53,1.90631e-4
A25,B44,CW5,DQ8,DR4,NA,NA,DR53,1.30432e-4
A25,B44,CW5,DQ9,DR9,NA,NA,DR53,1.10365e-4
A25,B50,CW4,DQ6,DR13,NA,DR52,NA,6.01993e-5
A25,B50,CW6,DQ2,DR7,NA,NA,DR53,6.01993e-5
A25,B51,CW1,DQ8,DR4,NA,NA,DR53,1.20399e-4
A25,B51,CW14,DQ5,DR1,NA,NA,NA,6.01993e-5
A25,B51,CW14,DQ7,DR4,NA,NA,DR53,6.01993e-5
A25,B51,CW2,DQ7,DR11,NA,DR52,NA,1.10365e-4
A25,B51,CW9,DQ8,DR4,NA,NA,DR53,6.01993e-5
A25,B52,CW16,DQ7,DR13,NA,DR52,NA,6.01993e-5
A25,B57,CW10,DQ6,DR15,DR51,NA,NA,6.01993e-5
A25,B57,CW10,DQ7,DR11,NA,DR52,NA,6.01993e-5
A25,B57,CW6,DQ6,DR15,DR51,NA,NA,6.01993e-5
A25,B57,CW6,DQ7,DR11,NA,DR52,NA,6.01993e-5
A25,B57,CW6,DQ9,DR7,NA,NA,DR53,9.02989e-5
A25,B57,CW7,DQ2,DR7,NA,NA,DR53,6.01993e-5
A25,B57,CW7,DQ8,DR4,NA,NA,DR53,6.01993e-5
A25,B58,CW7,DQ7,DR13,NA,DR52,NA,4.41461e-4
A25,B65,CW8,DQ7,DR13,NA,DR52,NA,6.01993e-5
A25,B7,CW10,DQ6,DR15,DR51,NA,NA,6.01993e-5
